row_id,service_year,county_code,county_name,payer,age_group_code,age_group_name,sex,unique_member_cnt,svc_code,svc_code_type,svc_code_desc,svc_code_ctg,svc_code_ctg_desc,clm_cnt,member_months,total_paid_amt_sum,total_paid_amt_mean,total_paid_amt_med,insurer_paid_amt_sum,insurer_paid_amt_mean,insurer_paid_amt_med,member_paid_amt_sum,member_paid_amt_mean,member_paid_amt_med
19113059,2019,5,Becker,MEDICARE,4,65 - 74 years,M,48,J2710,CPT/HCPCS,INJ NEOSTIGMINE METHYLSULFAT 0.5 MG,240,"Medications (injections, infusions, other forms)",52,572,$177.44 ,$3.69 ,$0.00 ,$177.44 ,$3.69 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19115675,2019,5,Becker,MEDICARE,5,75 years and older,F,11,J0702,CPT/HCPCS,INJ BETAMETHASONE AC & PHOS  3 MG,240,"Medications (injections, infusions, other forms)",16,132,$73.07 ,$6.64 ,$0.00 ,$58.22 ,$5.29 ,$0.00 ,$14.85 ,$1.35 ,$0.00 
19119059,2019,7,Beltrami,COMMERCIAL,1,18 years and under,F,18,90621,CPT/HCPCS,MENB-FHBP VACC 2/3 DOSE IM,228,Prophylactic vaccinations and inoculations,18,216,"$5,150.15 ",$286.11 ,$186.69 ,"$5,150.15 ",$286.11 ,$186.69 ,$0.00 ,$0.00 ,$0.00 
19123691,2019,7,Beltrami,COMMERCIAL,3,45 - 64 years,F,523,99214,CPT/HCPCS,OFFICE O/P EST MOD 30-39 MIN,300,Office/outpatient services - Office visits,"1,233","6,081","$234,930.27 ",$449.19 ,$285.50 ,"$141,588.12 ",$270.72 ,$155.56 ,"$93,342.15 ",$178.47 ,$150.00 
19128059,2019,7,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,11,B4088,CPT/HCPCS,GASTROSTOMY/J-TUBE LOW-PROFILE EA,243,DME and supplies,48,132,"$8,940.95 ",$812.81 ,$631.22 ,"$8,940.95 ",$812.81 ,$631.22 ,$0.00 ,$0.00 ,$0.00 
19130243,2019,7,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,11,20553,CPT/HCPCS,INJECT TRIGGER POINTS 3/>,156,"Muscles, tendons, joints - Injections, aspirations",35,130,"$1,571.75 ",$142.88 ,$45.43 ,"$1,507.75 ",$137.06 ,$38.21 ,$64.00 ,$5.81 ,$0.00 
19117005,2019,5,Becker,MEDICARE,5,75 years and older,M,64,74176,CPT/HCPCS,CT ABD & PELVIS W/O CONTRAST,179,CT scan - Abdomen,147,709,"$15,578.29 ",$243.41 ,$174.32 ,"$13,119.73 ",$204.99 ,$137.24 ,"$2,458.56 ",$38.41 ,$17.47 
19119621,2019,7,Beltrami,COMMERCIAL,1,18 years and under,M,11,80048,CPT/HCPCS,METABOLIC PANEL TOTAL CA,233,Laboratory - Chemistry and hematology,12,128,$648.22 ,$58.92 ,$51.07 ,$242.53 ,$22.04 ,$24.06 ,$405.69 ,$36.88 ,$14.23 
19123413,2019,7,Beltrami,COMMERCIAL,3,45 - 64 years,F,17,87798,CPT/HCPCS,DETECT AGENT NOS DNA AMP,206,"Microscopic examination (e.g., lab, toxicology)",19,204,"$2,893.37 ",$170.19 ,$173.67 ,"$1,746.51 ",$102.73 ,$21.43 ,"$1,146.86 ",$67.46 ,$0.00 
19127901,2019,7,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,147,99232,CPT/HCPCS,SUBSEQUENT HOSPITAL CARE,302,Hospital inpatient services,504,"1,496","$30,566.88 ",$207.93 ,$111.04 ,"$30,566.88 ",$207.93 ,$111.04 ,$0.00 ,$0.00 ,$0.00 
19130829,2019,7,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,296,76805,CPT/HCPCS,OB US >/= 14 WKS SNGL FETUS,197,Ultrasound - Diagnostic (other),535,"3,275","$34,990.95 ",$118.21 ,$154.80 ,"$34,750.95 ",$117.40 ,$154.80 ,$240.00 ,$0.81 ,$0.00 
19133085,2019,7,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,439,80053,CPT/HCPCS,COMPREHEN METABOLIC PANEL,233,Laboratory - Chemistry and hematology,834,"4,809","$4,108.67 ",$9.35 ,$0.00 ,"$4,108.67 ",$9.35 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19135965,2019,7,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,87,97162,CPT/HCPCS,PT EVAL MOD COMPLEX 30 MIN,212,Physical/occupational/speech therapy - Diagnostic,99,"1,019","$4,207.41 ",$48.36 ,$62.61 ,"$4,007.41 ",$46.06 ,$62.61 ,$200.00 ,$2.29 ,$0.00 
19138389,2019,7,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,18,A6402,CPT/HCPCS,GAUZ NON-IMPREG STERL 16 SQ/< NO AD,243,DME and supplies,46,206,$194.18 ,$10.78 ,$7.90 ,$194.18 ,$10.78 ,$7.90 ,$0.00 ,$0.00 ,$0.00 
19143333,2019,7,Beltrami,MEDICARE,2,19 - 44 years,F,29,90834,CPT/HCPCS,PSYTX W PT 45 MINUTES,218,"Psychological and psychiatric evaluation, therapy",165,348,"$9,228.70 ",$318.23 ,$127.83 ,"$7,186.81 ",$247.82 ,$73.88 ,"$2,041.89 ",$70.41 ,$26.92 
19147557,2019,7,Beltrami,MEDICARE,3,45 - 64 years,M,37,74176,CPT/HCPCS,CT ABD & PELVIS W/O CONTRAST,179,CT scan - Abdomen,95,413,"$8,624.27 ",$233.08 ,$87.72 ,"$6,264.41 ",$169.30 ,$70.07 ,"$2,359.86 ",$63.78 ,$30.76 
19150869,2019,7,Beltrami,MEDICARE,4,65 - 74 years,F,23,98942,CPT/HCPCS,CHIROPRACTIC MANJ 5 REGIONS,163,Musculoskeletal procedures - Therapeutic (other),70,267,"$3,012.76 ",$130.98 ,$100.16 ,"$2,223.50 ",$96.67 ,$79.80 ,$789.26 ,$34.31 ,$20.36 
19153533,2019,7,Beltrami,MEDICARE,4,65 - 74 years,M,208,99283,CPT/HCPCS,EMERGENCY DEPT VISIT,304,Emergency department services,415,"2,486","$30,950.00 ",$148.79 ,$60.34 ,"$23,873.80 ",$114.77 ,$48.26 ,"$7,076.20 ",$34.02 ,$12.08 
19155981,2019,7,Beltrami,MEDICARE,5,75 years and older,F,11,96116,CPT/HCPCS,NUBHVL XM PHYS/QHP 1ST HR,218,"Psychological and psychiatric evaluation, therapy",20,132,"$2,714.99 ",$246.81 ,$301.32 ,"$2,200.80 ",$200.07 ,$240.07 ,$514.19 ,$46.74 ,$61.25 
19158693,2019,7,Beltrami,MEDICARE,5,75 years and older,M,16,99201,CPT/HCPCS,OFFICE/OUTPATIENT VISIT NEW,300,Office/outpatient services - Office visits,16,192,$55.80 ,$3.48 ,$0.00 ,$25.80 ,$1.61 ,$0.00 ,$30.00 ,$1.87 ,$0.00 
19161813,2019,9,Benton,COMMERCIAL,1,18 years and under,M,11,L4361,CPT/HCPCS,WALKING BOOT PNEUMATIC AND/OR VAC,243,DME and supplies,11,123,"$2,588.10 ",$235.28 ,$256.28 ,"$1,574.78 ",$143.16 ,$205.02 ,"$1,013.32 ",$92.12 ,$0.00 
19165509,2019,9,Benton,COMMERCIAL,3,45 - 64 years,F,16,11104,CPT/HCPCS,PUNCH BX SKIN SINGLE LESION,173,Skin and subcutaneous tissue - Diagnostic (other),17,183,"$3,731.46 ",$233.21 ,$243.58 ,"$2,043.47 ",$127.71 ,$113.64 ,"$1,687.99 ",$105.49 ,$17.50 
19167549,2019,9,Benton,COMMERCIAL,3,45 - 64 years,M,17,430,REV,Occupation Therapy,50020,"Physical, occupational, and speech therapy",27,188,"$8,182.31 ",$481.31 ,$50.44 ,"$8,182.31 ",$481.31 ,$50.44 ,$0.00 ,$0.00 ,$0.00 
19172253,2019,9,Benton,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,68,81025,CPT/HCPCS,URINE PREGNANCY TEST,200,Urinary system (nonoperative) measurements,109,788,$898.61 ,$13.21 ,$8.61 ,$898.61 ,$13.21 ,$8.61 ,$0.00 ,$0.00 ,$0.00 
19175469,2019,9,Benton,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,109,87340,CPT/HCPCS,HEPATITIS B SURFACE AG IA,206,"Microscopic examination (e.g., lab, toxicology)",129,"1,180","$1,298.06 ",$11.90 ,$11.71 ,"$1,298.06 ",$11.90 ,$11.71 ,$0.00 ,$0.00 ,$0.00 
19178469,2019,9,Benton,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,16,74019,CPT/HCPCS,X-RAY EXAM ABDOMEN 2 VIEWS,226,Radiology - Diagnostic (other),25,191,$275.55 ,$17.22 ,$24.31 ,$275.55 ,$17.22 ,$24.31 ,$0.00 ,$0.00 ,$0.00 
19183437,2019,9,Benton,MEDICARE,2,19 - 44 years,F,11,Q3014,CPT/HCPCS,TELEHEALTH ORIG SITE FACILITY FEE,245,Telehealth,51,132,"$1,103.74 ",$100.34 ,$51.88 ,$758.56 ,$68.96 ,$41.00 ,$345.18 ,$31.38 ,$31.38 
19391681,2019,21,Cass,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,16,A7046,CPT/HCPCS,WATR CHAMB HUMDIFIR USED W/POS ARWA,243,DME and supplies,18,187,$210.68 ,$13.16 ,$15.22 ,$210.68 ,$13.16 ,$15.22 ,$0.00 ,$0.00 ,$0.00 
19395017,2019,21,Cass,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,M,13,410,REV,Respiratory SVC,50016,Respiratory and pulmonary services,15,147,$3.20 ,$0.24 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$3.20 ,$0.24 ,$0.00 
19400249,2019,21,Cass,MEDICARE,3,45 - 64 years,M,12,76706,CPT/HCPCS,US ABDL AORTA SCREEN AAA,196,Ultrasound - Abdomen/retroperitoneum - Diagnostic,19,134,$898.61 ,$74.88 ,$27.46 ,$898.61 ,$74.88 ,$27.46 ,$0.00 ,$0.00 ,$0.00 
19404329,2019,21,Cass,MEDICARE,4,65 - 74 years,M,11,412,REV,Inhalation SVC,50016,Respiratory and pulmonary services,13,127,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19407185,2019,21,Cass,MEDICARE,5,75 years and older,F,12,20605,CPT/HCPCS,DRAIN/INJ JOINT/BURSA W/O US,155,Arthrocentesis,28,144,"$1,431.82 ",$119.31 ,$68.30 ,"$1,121.59 ",$93.46 ,$54.52 ,$310.23 ,$25.85 ,$13.78 
19409681,2019,21,Cass,MEDICARE,5,75 years and older,M,22,11055,CPT/HCPCS,TRIM SKIN LESION,170,Skin lesion - Excision,42,262,"$1,882.65 ",$85.57 ,$55.29 ,"$1,474.53 ",$67.02 ,$36.14 ,$408.12 ,$18.55 ,$11.47 
19413521,2019,23,Chippewa,COMMERCIAL,2,19 - 44 years,F,62,87088,CPT/HCPCS,URINE BACTERIA CULTURE,206,"Microscopic examination (e.g., lab, toxicology)",82,717,"$6,295.12 ",$101.53 ,$82.09 ,"$4,197.25 ",$67.69 ,$10.97 ,"$2,097.87 ",$33.83 ,$0.00 
19418057,2019,23,Chippewa,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,21,84443,CPT/HCPCS,ASSAY THYROID STIM HORMONE,233,Laboratory - Chemistry and hematology,24,243,$425.82 ,$20.27 ,$0.00 ,$425.82 ,$20.27 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19421945,2019,23,Chippewa,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,14,A4604,CPT/HCPCS,TUBING W/INTGR HEAT ELEM W/PAP DEVC,243,DME and supplies,22,159,$817.11 ,$58.36 ,$46.77 ,$813.91 ,$58.13 ,$46.77 ,$3.20 ,$0.22 ,$0.00 
19428857,2019,23,Chippewa,MEDICARE,4,65 - 74 years,M,13,312,REV,Hystol Tests,50009,Laboratory and pathology services,16,156,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19431377,2019,23,Chippewa,MEDICARE,5,75 years and older,F,26,88342,CPT/HCPCS,IMMUNOHISTO ANTB 1ST STAIN,234,Pathology,55,299,"$1,940.03 ",$74.61 ,$36.45 ,"$1,783.98 ",$68.61 ,$36.04 ,$156.05 ,$6.00 ,$6.44 
19434113,2019,25,Chisago,COMMERCIAL,1,18 years and under,F,442,36415,CPT/HCPCS,ROUTINE VENIPUNCTURE,235,Laboratory - Other,690,"4,984","$3,383.53 ",$7.65 ,$4.59 ,"$2,502.63 ",$5.66 ,$2.19 ,$880.90 ,$1.99 ,$0.00 
19436273,2019,25,Chisago,COMMERCIAL,1,18 years and under,M,24,99239,CPT/HCPCS,HOSPITAL DISCHARGE DAY,302,Hospital inpatient services,25,255,"$6,549.98 ",$272.91 ,$266.70 ,"$5,623.28 ",$234.30 ,$260.32 ,$926.70 ,$38.61 ,$0.00 
19438001,2019,25,Chisago,COMMERCIAL,2,19 - 44 years,F,275,87340,CPT/HCPCS,HEPATITIS B SURFACE AG IA,206,"Microscopic examination (e.g., lab, toxicology)",283,"3,173","$5,160.31 ",$18.76 ,$18.94 ,"$4,928.30 ",$17.92 ,$18.02 ,$232.01 ,$0.84 ,$0.00 
19441889,2019,25,Chisago,COMMERCIAL,3,45 - 64 years,F,13,73070,CPT/HCPCS,X-RAY EXAM OF ELBOW,226,Radiology - Diagnostic (other),26,155,"$1,549.17 ",$119.16 ,$78.52 ,"$1,175.49 ",$90.42 ,$68.32 ,$373.68 ,$28.74 ,$0.00 
19444721,2019,25,Chisago,COMMERCIAL,3,45 - 64 years,M,73,73502,CPT/HCPCS,X-RAY EXAM HIP UNI 2-3 VIEWS,226,Radiology - Diagnostic (other),127,867,"$9,131.78 ",$125.09 ,$96.19 ,"$5,310.25 ",$72.74 ,$47.93 ,"$3,821.53 ",$52.34 ,$23.05 
19446497,2019,25,Chisago,COMMERCIAL,4,65 - 74 years,F,37,272,REV,Sterile Supply,50007,Medical and surgical supplies,57,444,"$18,989.29 ",$513.22 ,$4.58 ,"$18,989.29 ",$513.22 ,$4.58 ,$0.00 ,$0.00 ,$0.00 
19451969,2019,25,Chisago,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,17,471,REV,Audiology/Dx,50020,"Physical, occupational, and speech therapy",17,101,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19454825,2019,25,Chisago,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,23,92341,CPT/HCPCS,FIT SPECTACLES BIFOCAL,220,Ophthalmologic/otologic diagnosis and treatment,24,267,$702.77 ,$30.55 ,$29.24 ,$696.57 ,$30.28 ,$29.24 ,$6.20 ,$0.26 ,$0.00 
19457993,2019,25,Chisago,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,19,402,REV,Ultrasound,50014,Other imaging and diagnostic services,20,203,$195.09 ,$10.26 ,$0.00 ,$195.09 ,$10.26 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19461209,2019,25,Chisago,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,12,84270,CPT/HCPCS,ASSAY OF SEX HORMONE GLOBUL,233,Laboratory - Chemistry and hematology,27,140,$572.67 ,$47.72 ,$35.71 ,$572.67 ,$47.72 ,$35.71 ,$0.00 ,$0.00 ,$0.00 
19188333,2019,9,Benton,MEDICARE,4,65 - 74 years,F,13,73080,CPT/HCPCS,X-RAY EXAM OF ELBOW,226,Radiology - Diagnostic (other),25,152,$488.12 ,$37.54 ,$25.35 ,$389.53 ,$29.96 ,$20.24 ,$98.59 ,$7.58 ,$4.86 
19190085,2019,9,Benton,MEDICARE,4,65 - 74 years,M,26,710,REV,Recovery Room,50006,Operating room services,36,305,"$2,681.27 ",$103.12 ,$0.00 ,"$2,653.57 ",$102.06 ,$0.00 ,$27.70 ,$1.06 ,$0.00 
19193061,2019,9,Benton,MEDICARE,5,75 years and older,F,49,84550,CPT/HCPCS,ASSAY OF BLOOD/URIC ACID,233,Laboratory - Chemistry and hematology,64,577,$242.42 ,$4.94 ,$4.92 ,$242.42 ,$4.94 ,$4.92 ,$0.00 ,$0.00 ,$0.00 
19195821,2019,9,Benton,MEDICARE,5,75 years and older,M,79,A0427,CPT/HCPCS,AMB SRVC ALS EMERG TRANSPORT LEVL 1,239,"Transportation - Patient, provider, equipment",100,877,"$40,125.70 ",$507.92 ,$453.22 ,"$30,057.71 ",$380.47 ,$352.02 ,"$10,067.99 ",$127.44 ,$90.68 
19202325,2019,11,Big Stone,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,14,92004,CPT/HCPCS,EYE EXAM NEW PATIENT,220,Ophthalmologic/otologic diagnosis and treatment,17,152,"$1,357.22 ",$96.94 ,$104.73 ,"$1,292.02 ",$92.28 ,$99.23 ,$65.20 ,$4.65 ,$1.50 
19208373,2019,11,Big Stone,MEDICARE,4,65 - 74 years,M,14,99496,CPT/HCPCS,TRANS CARE MGMT 7 DAY DISCH,245,Telehealth,17,161,"$1,611.97 ",$115.14 ,$177.22 ,"$1,470.57 ",$105.04 ,$145.53 ,$141.40 ,$10.10 ,$0.00 
19210653,2019,11,Big Stone,MEDICARE,5,75 years and older,M,173,80053,CPT/HCPCS,COMPREHEN METABOLIC PANEL,233,Laboratory - Chemistry and hematology,489,"1,946","$28,339.39 ",$163.81 ,$0.00 ,"$24,789.75 ",$143.29 ,$0.00 ,"$3,549.64 ",$20.51 ,$0.00 
19213581,2019,13,Blue Earth,COMMERCIAL,2,19 - 44 years,F,20,59510,CPT/HCPCS,CESAREAN DELIVERY,134,Cesarean section,20,221,"$110,674.20 ","$5,533.71 ","$6,034.59 ","$97,112.41 ","$4,855.62 ","$5,272.65 ","$13,561.79 ",$678.08 ,$0.00 
19217109,2019,13,Blue Earth,COMMERCIAL,3,45 - 64 years,F,53,87880,CPT/HCPCS,STREP A ASSAY W/OPTIC,206,"Microscopic examination (e.g., lab, toxicology)",55,618,"$2,139.45 ",$40.36 ,$42.94 ,"$1,070.40 ",$20.19 ,$0.36 ,"$1,069.05 ",$20.17 ,$16.53 
19221813,2019,13,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,198,90472,CPT/HCPCS,IMMUNIZATION ADMIN EACH ADD,228,Prophylactic vaccinations and inoculations,224,"2,211","$3,100.89 ",$15.66 ,$13.07 ,"$3,100.89 ",$15.66 ,$13.07 ,$0.00 ,$0.00 ,$0.00 
19224261,2019,13,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,50,121,REV,Med-Sur-Gy/Semi-pvt,50001,Room and board (non-nursery) services,66,548,"$264,419.68 ","$5,288.39 ","$4,017.21 ","$263,419.68 ","$5,268.39 ","$3,930.65 ","$1,000.00 ",$20.00 ,$0.00 
19226373,2019,13,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,80,J1790,CPT/HCPCS,INJECTION DROPERIDOL UP TO 5 MG,240,"Medications (injections, infusions, other forms)",97,901,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19228557,2019,13,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,18,J3301,CPT/HCPCS,INJ TRIAMCINOLON ACETONID NOS 10 MG,240,"Medications (injections, infusions, other forms)",21,191,$115.43 ,$6.41 ,$6.64 ,$112.43 ,$6.24 ,$6.64 ,$3.00 ,$0.16 ,$0.00 
19231245,2019,13,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,63,T1013,CPT/HCPCS,SIGN LANGE/ORAL INTEPR SRVC-15 MIN,237,Ancillary services,493,719,"$23,579.72 ",$374.28 ,$223.23 ,"$23,579.72 ",$374.28 ,$223.23 ,$0.00 ,$0.00 ,$0.00 
19233429,2019,13,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,45,S0209,CPT/HCPCS,WHEELCHAIR VAN MILEAGE PER MILE,239,"Transportation - Patient, provider, equipment",820,535,"$15,321.07 ",$340.46 ,$114.70 ,"$15,321.07 ",$340.46 ,$114.70 ,$0.00 ,$0.00 ,$0.00 
19238349,2019,13,Blue Earth,MEDICARE,2,19 - 44 years,M,18,97110,CPT/HCPCS,THERAPEUTIC EXERCISES,213,Physical/occupational/speech therapy - Exercises,157,216,"$4,167.55 ",$231.53 ,$81.32 ,"$3,240.63 ",$180.03 ,$64.47 ,$926.92 ,$51.49 ,$24.29 
19241277,2019,13,Blue Earth,MEDICARE,3,45 - 64 years,M,33,200,REV,Intensive Care (ICU),50003,ICU and coronary care services,38,342,"$399,161.04 ","$12,095.78 ",$0.00 ,"$395,981.04 ","$11,999.42 ",$0.00 ,"$3,180.00 ",$96.36 ,$0.00 
19244373,2019,13,Blue Earth,MEDICARE,4,65 - 74 years,F,149,71045,CPT/HCPCS,X-RAY EXAM CHEST 1 VIEW,183,X-ray - Chest (routine),449,"1,700","$5,478.59 ",$36.76 ,$18.30 ,"$4,817.27 ",$32.33 ,$14.66 ,$661.32 ,$4.43 ,$1.83 
19246365,2019,13,Blue Earth,MEDICARE,4,65 - 74 years,F,15,S5161,CPT/HCPCS,EMERG RESPONSE SYS; SRVC FEE-MONTH,243,DME and supplies,99,172,"$4,493.18 ",$299.54 ,$284.75 ,"$3,339.23 ",$222.61 ,$130.80 ,"$1,153.95 ",$76.93 ,$0.00 
19248789,2019,13,Blue Earth,MEDICARE,4,65 - 74 years,M,13,G0121,CPT/HCPCS,COLOREC CNCR SCR;COLNSCPY NO HI RSK,76,Colonoscopy and biopsy,24,156,"$4,456.86 ",$342.83 ,$184.77 ,"$4,456.86 ",$342.83 ,$184.77 ,$0.00 ,$0.00 ,$0.00 
19251309,2019,13,Blue Earth,MEDICARE,5,75 years and older,F,40,99201,CPT/HCPCS,OFFICE/OUTPATIENT VISIT NEW,300,Office/outpatient services - Office visits,42,480,"$1,400.17 ",$35.00 ,$45.02 ,$896.38 ,$22.40 ,$30.97 ,$503.79 ,$12.59 ,$9.13 
19354236,2019,19,Carver,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,12,J2405,CPT/HCPCS,INJECTION ONDANSETRON HCL PER 1 MG,240,"Medications (injections, infusions, other forms)",16,136,$27.87 ,$2.32 ,$0.00 ,$27.87 ,$2.32 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19359444,2019,19,Carver,MEDICARE,3,45 - 64 years,F,96,93000,CPT/HCPCS,ELECTROCARDIOGRAM COMPLETE,202,Electrocardiogram,114,"1,096","$1,558.62 ",$16.23 ,$16.68 ,"$1,228.05 ",$12.79 ,$13.29 ,$330.57 ,$3.44 ,$3.39 
19362012,2019,19,Carver,MEDICARE,3,45 - 64 years,M,51,A7035,CPT/HCPCS,HEADGEAR USED W/POS ARWAY PRSS DEVC,243,DME and supplies,76,603,"$1,188.41 ",$23.30 ,$17.67 ,$931.42 ,$18.26 ,$14.08 ,$256.99 ,$5.03 ,$3.59 
19365084,2019,19,Carver,MEDICARE,4,65 - 74 years,F,12,A4648,CPT/HCPCS,TISSUE MARKER IMPLANTBL ANY TYPE EA,243,DME and supplies,12,144,"$6,226.60 ",$518.88 ,$0.00 ,"$5,555.18 ",$462.93 ,$0.00 ,$671.42 ,$55.95 ,$0.00 
19367748,2019,19,Carver,MEDICARE,4,65 - 74 years,M,32,87880,CPT/HCPCS,STREP A ASSAY W/OPTIC,206,"Microscopic examination (e.g., lab, toxicology)",34,384,$489.85 ,$15.30 ,$16.20 ,$481.59 ,$15.04 ,$16.20 ,$8.26 ,$0.25 ,$0.00 
19370484,2019,19,Carver,MEDICARE,5,75 years and older,F,59,76942,CPT/HCPCS,ECHO GUIDE FOR BIOPSY,197,Ultrasound - Diagnostic (other),85,694,"$2,251.54 ",$38.16 ,$31.71 ,"$1,991.77 ",$33.75 ,$31.55 ,$259.77 ,$4.40 ,$6.32 
19373748,2019,19,Carver,MEDICARE,5,75 years and older,M,150,73562,CPT/HCPCS,X-RAY EXAM OF KNEE 3,226,Radiology - Diagnostic (other),259,"1,778","$9,285.90 ",$61.90 ,$38.90 ,"$7,424.77 ",$49.49 ,$31.42 ,"$1,861.13 ",$12.40 ,$7.54 
19375236,2019,19,Carver,MEDICARE,5,75 years and older,M,25,G0480,CPT/HCPCS,DR TST DEFIN DR ID M P D 1-7 DR CL,235,Laboratory - Other,25,300,"$3,390.44 ",$135.61 ,$0.00 ,"$2,772.22 ",$110.88 ,$0.00 ,$618.22 ,$24.72 ,$0.00 
19379412,2019,21,Cass,COMMERCIAL,3,45 - 64 years,F,12,82784,CPT/HCPCS,ASSAY IGA/IGD/IGG/IGM EACH,233,Laboratory - Chemistry and hematology,28,144,"$1,159.59 ",$96.63 ,$31.84 ,$801.55 ,$66.79 ,$15.10 ,$358.04 ,$29.83 ,$15.10 
19384620,2019,21,Cass,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,243,92340,CPT/HCPCS,FIT SPECTACLES MONOFOCAL,220,Ophthalmologic/otologic diagnosis and treatment,269,"2,803","$6,742.27 ",$27.74 ,$25.58 ,"$6,742.27 ",$27.74 ,$25.58 ,$0.00 ,$0.00 ,$0.00 
19387020,2019,21,Cass,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,20,71260,CPT/HCPCS,CT THORAX DX C+,178,CT scan - Chest,31,222,"$5,500.79 ",$275.03 ,$173.27 ,"$5,500.79 ",$275.03 ,$173.27 ,$0.00 ,$0.00 ,$0.00 
19389540,2019,21,Cass,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,68,96361,CPT/HCPCS,HYDRATE IV INFUSION ADD-ON,231,Therapeutic procedures - Other,116,717,"$19,794.96 ",$291.10 ,$155.51 ,"$19,794.96 ",$291.10 ,$155.51 ,$0.00 ,$0.00 ,$0.00 
19393140,2019,21,Cass,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,14,86704,CPT/HCPCS,HEP B CORE ANTIBODY TOTAL,235,Laboratory - Other,14,158,$54.20 ,$3.87 ,$0.00 ,$54.20 ,$3.87 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19399308,2019,21,Cass,MEDICARE,3,45 - 64 years,F,12,E0601,CPT/HCPCS,CONTINUOUS POS AIRWAY PRESSURE DEVC,243,DME and supplies,61,144,"$2,745.40 ",$228.78 ,$207.42 ,"$2,134.25 ",$177.85 ,$165.27 ,$611.15 ,$50.92 ,$42.76 
19403412,2019,21,Cass,MEDICARE,4,65 - 74 years,F,13,99496,CPT/HCPCS,TRANS CARE MGMT 7 DAY DISCH,245,Telehealth,24,153,"$2,447.77 ",$188.29 ,$196.67 ,"$2,212.37 ",$170.18 ,$157.29 ,$235.40 ,$18.10 ,$0.00 
19406292,2019,21,Cass,MEDICARE,4,65 - 74 years,M,35,G0105,CPT/HCPCS,COLOREC CANCR SCR; COLNSCPY HI RISK,76,Colonoscopy and biopsy,65,420,"$29,543.53 ",$844.10 ,$184.64 ,"$29,543.53 ",$844.10 ,$184.64 ,$0.00 ,$0.00 ,$0.00 
19408668,2019,21,Cass,MEDICARE,5,75 years and older,F,12,A0426,CPT/HCPCS,AMB SRVC ALS NONEMERG TRNSPRT LVL 1,239,"Transportation - Patient, provider, equipment",13,135,"$2,306.40 ",$192.20 ,$281.37 ,"$1,923.61 ",$160.30 ,$210.87 ,$382.79 ,$31.89 ,$0.00 
